a,b,s,d,flag,day,t
13,20000,tag0,18.0,true,1970-01-21,2013-07-15 10:05:20
14,21000,tag1,19.5,false,1970-01-22,2013-07-15 10:05:21
15,22000,tag2,21.0,true,1970-01-23,2013-07-15 10:05:22
16,23000,tag3,22.5,false,1970-01-24,2013-07-15 10:05:23
17,24000,,24.0,true,1970-01-25,2013-07-15 10:05:24
18,25000,tag0,25.5,false,1970-01-26,2013-07-15 10:05:25
19,26000,tag1,27.0,true,1970-01-27,2013-07-15 10:05:26
20,27000,tag2,28.5,false,1970-01-28,2013-07-15 10:05:27
21,28000,tag3,30.0,true,1970-01-29,2013-07-15 10:05:28
22,29000,tag4,31.5,false,1970-01-30,2013-07-15 10:05:29
23,30000,tag0,33.0,true,1970-01-31,2013-07-15 10:05:30
24,31000,,34.5,false,1970-02-01,2013-07-15 10:05:31
25,32000,tag2,36.0,true,1970-02-02,2013-07-15 10:05:32
26,33000,tag3,37.5,false,1970-02-03,2013-07-15 10:05:33
27,34000,tag4,39.0,true,1970-02-04,2013-07-15 10:05:34
28,35000,tag0,40.5,false,1970-02-05,2013-07-15 10:05:35
29,36000,tag1,42.0,true,1970-02-06,2013-07-15 10:05:36
30,37000,tag2,43.5,false,1970-02-07,2013-07-15 10:05:37
31,38000,,45.0,true,1970-02-08,2013-07-15 10:05:38
32,39000,tag4,46.5,false,1970-02-09,2013-07-15 10:05:39
33,40000,tag0,48.0,true,1970-02-10,2013-07-15 10:05:40
34,41000,tag1,49.5,false,1970-02-11,2013-07-15 10:05:41
35,42000,tag2,51.0,true,1970-02-12,2013-07-15 10:05:42
36,43000,tag3,52.5,false,1970-02-13,2013-07-15 10:05:43
37,44000,tag4,54.0,true,1970-02-14,2013-07-15 10:05:44
38,45000,,55.5,false,1970-02-15,2013-07-15 10:05:45
39,46000,tag1,57.0,true,1970-02-16,2013-07-15 10:05:46
40,47000,tag2,58.5,false,1970-02-17,2013-07-15 10:05:47
41,48000,tag3,60.0,true,1970-02-18,2013-07-15 10:05:48
42,49000,tag4,61.5,false,1970-02-19,2013-07-15 10:05:49
43,50000,tag0,63.0,true,1970-02-20,2013-07-15 10:05:50
44,51000,tag1,64.5,false,1970-02-21,2013-07-15 10:05:51
45,52000,,66.0,true,1970-02-22,2013-07-15 10:05:52
46,53000,tag3,67.5,false,1970-02-23,2013-07-15 10:05:53
47,54000,tag4,69.0,true,1970-02-24,2013-07-15 10:05:54
48,55000,tag0,70.5,false,1970-02-25,2013-07-15 10:05:55
49,56000,tag1,72.0,true,1970-02-26,2013-07-15 10:05:56
50,57000,tag2,73.5,false,1970-02-27,2013-07-15 10:05:57
51,58000,tag3,75.0,true,1970-02-28,2013-07-15 10:05:58
52,59000,,76.5,false,1970-03-01,2013-07-15 10:05:59
53,60000,tag0,78.0,true,1970-03-02,2013-07-15 10:06:00
54,61000,tag1,79.5,false,1970-03-03,2013-07-15 10:06:01
55,62000,tag2,81.0,true,1970-03-04,2013-07-15 10:06:02
56,63000,tag3,82.5,false,1970-03-05,2013-07-15 10:06:03
57,64000,tag4,84.0,true,1970-03-06,2013-07-15 10:06:04
58,65000,tag0,85.5,false,1970-03-07,2013-07-15 10:06:05
59,66000,,87.0,true,1970-03-08,2013-07-15 10:06:06
60,67000,tag2,88.5,false,1970-03-09,2013-07-15 10:06:07
61,68000,tag3,90.0,true,1970-03-10,2013-07-15 10:06:08
62,69000,tag4,91.5,false,1970-03-11,2013-07-15 10:06:09
63,70000,tag0,93.0,true,1970-03-12,2013-07-15 10:06:10
64,71000,tag1,94.5,false,1970-03-13,2013-07-15 10:06:11
65,72000,tag2,0.0,true,1970-03-14,2013-07-15 10:06:12
66,73000,,1.5,false,1970-03-15,2013-07-15 10:06:13
67,74000,tag4,3.0,true,1970-03-16,2013-07-15 10:06:14
68,75000,tag0,4.5,false,1970-03-17,2013-07-15 10:06:15
69,76000,tag1,6.0,true,1970-03-18,2013-07-15 10:06:16
70,77000,tag2,7.5,false,1970-03-19,2013-07-15 10:06:17
71,78000,tag3,9.0,true,1970-03-20,2013-07-15 10:06:18
72,79000,tag4,10.5,false,1970-03-21,2013-07-15 10:06:19
73,80000,,12.0,true,1970-03-22,2013-07-15 10:06:20
74,81000,tag1,13.5,false,1970-03-23,2013-07-15 10:06:21
75,82000,tag2,15.0,true,1970-03-24,2013-07-15 10:06:22
76,83000,tag3,16.5,false,1970-03-25,2013-07-15 10:06:23
77,84000,tag4,18.0,true,1970-03-26,2013-07-15 10:06:24
78,85000,tag0,19.5,false,1970-03-27,2013-07-15 10:06:25
79,86000,tag1,21.0,true,1970-03-28,2013-07-15 10:06:26
80,87000,,22.5,false,1970-03-29,2013-07-15 10:06:27
81,88000,tag3,24.0,true,1970-03-30,2013-07-15 10:06:28
82,89000,tag4,25.5,false,1970-03-31,2013-07-15 10:06:29
83,90000,tag0,27.0,true,1970-04-01,2013-07-15 10:06:30
84,91000,tag1,28.5,false,1970-04-02,2013-07-15 10:06:31
85,92000,tag2,30.0,true,1970-04-03,2013-07-15 10:06:32
86,93000,tag3,31.5,false,1970-04-04,2013-07-15 10:06:33
87,94000,,33.0,true,1970-04-05,2013-07-15 10:06:34
88,95000,tag0,34.5,false,1970-04-06,2013-07-15 10:06:35
89,96000,tag1,36.0,true,1970-04-07,2013-07-15 10:06:36
90,97000,tag2,37.5,false,1970-04-08,2013-07-15 10:06:37
91,98000,tag3,39.0,true,1970-04-09,2013-07-15 10:06:38
92,99000,tag4,40.5,false,1970-04-10,2013-07-15 10:06:39
93,100000,tag0,42.0,true,1970-04-11,2013-07-15 10:06:40
94,101000,,43.5,false,1970-04-12,2013-07-15 10:06:41
95,102000,tag2,45.0,true,1970-04-13,2013-07-15 10:06:42
96,103000,tag3,46.5,false,1970-04-14,2013-07-15 10:06:43
0,104000,tag4,48.0,true,1970-04-15,2013-07-15 10:06:44
1,105000,tag0,49.5,false,1970-04-16,2013-07-15 10:06:45
2,106000,tag1,51.0,true,1970-04-17,2013-07-15 10:06:46
3,107000,tag2,52.5,false,1970-04-18,2013-07-15 10:06:47
4,108000,,54.0,true,1970-04-19,2013-07-15 10:06:48
5,109000,tag4,55.5,false,1970-04-20,2013-07-15 10:06:49
6,110000,tag0,57.0,true,1970-04-21,2013-07-15 10:06:50
7,111000,tag1,58.5,false,1970-04-22,2013-07-15 10:06:51
8,112000,tag2,60.0,true,1970-04-23,2013-07-15 10:06:52
9,113000,tag3,61.5,false,1970-04-24,2013-07-15 10:06:53
10,114000,tag4,63.0,true,1970-04-25,2013-07-15 10:06:54
11,115000,,64.5,false,1970-04-26,2013-07-15 10:06:55
12,116000,tag1,66.0,true,1970-04-27,2013-07-15 10:06:56
13,117000,tag2,67.5,false,1970-04-28,2013-07-15 10:06:57
14,118000,tag3,69.0,true,1970-04-29,2013-07-15 10:06:58
15,119000,tag4,70.5,false,1970-04-30,2013-07-15 10:06:59
16,120000,tag0,72.0,true,1970-05-01,2013-07-15 10:07:00
17,121000,tag1,73.5,false,1970-05-02,2013-07-15 10:07:01
18,122000,,75.0,true,1970-05-03,2013-07-15 10:07:02
19,123000,tag3,76.5,false,1970-05-04,2013-07-15 10:07:03
20,124000,tag4,78.0,true,1970-05-05,2013-07-15 10:07:04
21,125000,tag0,79.5,false,1970-05-06,2013-07-15 10:07:05
22,126000,tag1,81.0,true,1970-05-07,2013-07-15 10:07:06
23,127000,tag2,82.5,false,1970-05-08,2013-07-15 10:07:07
24,128000,tag3,84.0,true,1970-05-09,2013-07-15 10:07:08
25,129000,,85.5,false,1970-05-10,2013-07-15 10:07:09
26,130000,tag0,87.0,true,1970-05-11,2013-07-15 10:07:10
27,131000,tag1,88.5,false,1970-05-12,2013-07-15 10:07:11
28,132000,tag2,90.0,true,1970-05-13,2013-07-15 10:07:12
29,133000,tag3,91.5,false,1970-05-14,2013-07-15 10:07:13
30,134000,tag4,93.0,true,1970-05-15,2013-07-15 10:07:14
31,135000,tag0,94.5,false,1970-05-16,2013-07-15 10:07:15
32,136000,,0.0,true,1970-05-17,2013-07-15 10:07:16
33,137000,tag2,1.5,false,1970-05-18,2013-07-15 10:07:17
34,138000,tag3,3.0,true,1970-05-19,2013-07-15 10:07:18
35,139000,tag4,4.5,false,1970-05-20,2013-07-15 10:07:19
36,140000,tag0,6.0,true,1970-05-21,2013-07-15 10:07:20
37,141000,tag1,7.5,false,1970-05-22,2013-07-15 10:07:21
38,142000,tag2,9.0,true,1970-05-23,2013-07-15 10:07:22
39,143000,,10.5,false,1970-05-24,2013-07-15 10:07:23
40,144000,tag4,12.0,true,1970-05-25,2013-07-15 10:07:24
41,145000,tag0,13.5,false,1970-05-26,2013-07-15 10:07:25
42,146000,tag1,15.0,true,1970-05-27,2013-07-15 10:07:26
43,147000,tag2,16.5,false,1970-05-28,2013-07-15 10:07:27
44,148000,tag3,18.0,true,1970-05-29,2013-07-15 10:07:28
45,149000,tag4,19.5,false,1970-05-30,2013-07-15 10:07:29
46,150000,,21.0,true,1970-05-31,2013-07-15 10:07:30
47,151000,tag1,22.5,false,1970-06-01,2013-07-15 10:07:31
48,152000,tag2,24.0,true,1970-06-02,2013-07-15 10:07:32
49,153000,tag3,25.5,false,1970-06-03,2013-07-15 10:07:33
50,154000,tag4,27.0,true,1970-06-04,2013-07-15 10:07:34
51,155000,tag0,28.5,false,1970-06-05,2013-07-15 10:07:35
52,156000,tag1,30.0,true,1970-06-06,2013-07-15 10:07:36
53,157000,,31.5,false,1970-06-07,2013-07-15 10:07:37
54,158000,tag3,33.0,true,1970-06-08,2013-07-15 10:07:38
55,159000,tag4,34.5,false,1970-06-09,2013-07-15 10:07:39
56,160000,tag0,36.0,true,1970-06-10,2013-07-15 10:07:40
57,161000,tag1,37.5,false,1970-06-11,2013-07-15 10:07:41
58,162000,tag2,39.0,true,1970-06-12,2013-07-15 10:07:42
59,163000,tag3,40.5,false,1970-06-13,2013-07-15 10:07:43
60,164000,,42.0,true,1970-06-14,2013-07-15 10:07:44
61,165000,tag0,43.5,false,1970-06-15,2013-07-15 10:07:45
62,166000,tag1,45.0,true,1970-06-16,2013-07-15 10:07:46
63,167000,tag2,46.5,false,1970-06-17,2013-07-15 10:07:47
64,168000,tag3,48.0,true,1970-06-18,2013-07-15 10:07:48
65,169000,tag4,49.5,false,1970-06-19,2013-07-15 10:07:49
66,170000,tag0,51.0,true,1970-06-20,2013-07-15 10:07:50
67,171000,,52.5,false,1970-06-21,2013-07-15 10:07:51
68,172000,tag2,54.0,true,1970-06-22,2013-07-15 10:07:52
69,173000,tag3,55.5,false,1970-06-23,2013-07-15 10:07:53
70,174000,tag4,57.0,true,1970-06-24,2013-07-15 10:07:54
71,175000,tag0,58.5,false,1970-06-25,2013-07-15 10:07:55
72,176000,tag1,60.0,true,1970-06-26,2013-07-15 10:07:56
73,177000,tag2,61.5,false,1970-06-27,2013-07-15 10:07:57
74,178000,,63.0,true,1970-06-28,2013-07-15 10:07:58
75,179000,tag4,64.5,false,1970-06-29,2013-07-15 10:07:59
76,180000,tag0,66.0,true,1970-06-30,2013-07-15 10:08:00
77,181000,tag1,67.5,false,1970-07-01,2013-07-15 10:08:01
78,182000,tag2,69.0,true,1970-07-02,2013-07-15 10:08:02
79,183000,tag3,70.5,false,1970-07-03,2013-07-15 10:08:03
80,184000,tag4,72.0,true,1970-07-04,2013-07-15 10:08:04
81,185000,,73.5,false,1970-07-05,2013-07-15 10:08:05
82,186000,tag1,75.0,true,1970-07-06,2013-07-15 10:08:06
83,187000,tag2,76.5,false,1970-07-07,2013-07-15 10:08:07
84,188000,tag3,78.0,true,1970-07-08,2013-07-15 10:08:08
85,189000,tag4,79.5,false,1970-07-09,2013-07-15 10:08:09
86,190000,tag0,81.0,true,1970-07-10,2013-07-15 10:08:10
87,191000,tag1,82.5,false,1970-07-11,2013-07-15 10:08:11
88,192000,,84.0,true,1970-07-12,2013-07-15 10:08:12
89,193000,tag3,85.5,false,1970-07-13,2013-07-15 10:08:13
90,194000,tag4,87.0,true,1970-07-14,2013-07-15 10:08:14
91,195000,tag0,88.5,false,1970-07-15,2013-07-15 10:08:15
92,196000,tag1,90.0,true,1970-07-16,2013-07-15 10:08:16
93,197000,tag2,91.5,false,1970-07-17,2013-07-15 10:08:17
94,198000,tag3,93.0,true,1970-07-18,2013-07-15 10:08:18
95,199000,,94.5,false,1970-07-19,2013-07-15 10:08:19
96,200000,tag0,0.0,true,1970-07-20,2013-07-15 10:08:20
0,201000,tag1,1.5,false,1970-07-21,2013-07-15 10:08:21
1,202000,tag2,3.0,true,1970-07-22,2013-07-15 10:08:22
2,203000,tag3,4.5,false,1970-07-23,2013-07-15 10:08:23
3,204000,tag4,6.0,true,1970-07-24,2013-07-15 10:08:24
4,205000,tag0,7.5,false,1970-07-25,2013-07-15 10:08:25
5,206000,,9.0,true,1970-07-26,2013-07-15 10:08:26
6,207000,tag2,10.5,false,1970-07-27,2013-07-15 10:08:27
7,208000,tag3,12.0,true,1970-07-28,2013-07-15 10:08:28
8,209000,tag4,13.5,false,1970-07-29,2013-07-15 10:08:29
9,210000,tag0,15.0,true,1970-07-30,2013-07-15 10:08:30
10,211000,tag1,16.5,false,1970-07-31,2013-07-15 10:08:31
11,212000,tag2,18.0,true,1970-08-01,2013-07-15 10:08:32
12,213000,,19.5,false,1970-08-02,2013-07-15 10:08:33
13,214000,tag4,21.0,true,1970-08-03,2013-07-15 10:08:34
14,215000,tag0,22.5,false,1970-08-04,2013-07-15 10:08:35
15,216000,tag1,24.0,true,1970-08-05,2013-07-15 10:08:36
16,217000,tag2,25.5,false,1970-08-06,2013-07-15 10:08:37
17,218000,tag3,27.0,true,1970-08-07,2013-07-15 10:08:38
18,219000,tag4,28.5,false,1970-08-08,2013-07-15 10:08:39
19,220000,,30.0,true,1970-08-09,2013-07-15 10:08:40
20,221000,tag1,31.5,false,1970-08-10,2013-07-15 10:08:41
21,222000,tag2,33.0,true,1970-08-11,2013-07-15 10:08:42
22,223000,tag3,34.5,false,1970-08-12,2013-07-15 10:08:43
23,224000,tag4,36.0,true,1970-08-13,2013-07-15 10:08:44
24,225000,tag0,37.5,false,1970-08-14,2013-07-15 10:08:45
25,226000,tag1,39.0,true,1970-08-15,2013-07-15 10:08:46
26,227000,,40.5,false,1970-08-16,2013-07-15 10:08:47
27,228000,tag3,42.0,true,1970-08-17,2013-07-15 10:08:48
28,229000,tag4,43.5,false,1970-08-18,2013-07-15 10:08:49
29,230000,tag0,45.0,true,1970-08-19,2013-07-15 10:08:50
30,231000,tag1,46.5,false,1970-08-20,2013-07-15 10:08:51
31,232000,tag2,48.0,true,1970-08-21,2013-07-15 10:08:52
32,233000,tag3,49.5,false,1970-08-22,2013-07-15 10:08:53
33,234000,,51.0,true,1970-08-23,2013-07-15 10:08:54
34,235000,tag0,52.5,false,1970-08-24,2013-07-15 10:08:55
35,236000,tag1,54.0,true,1970-08-25,2013-07-15 10:08:56
36,237000,tag2,55.5,false,1970-08-26,2013-07-15 10:08:57
37,238000,tag3,57.0,true,1970-08-27,2013-07-15 10:08:58
38,239000,tag4,58.5,false,1970-08-28,2013-07-15 10:08:59
39,240000,tag0,60.0,true,1970-08-29,2013-07-15 10:09:00
40,241000,,61.5,false,1970-08-30,2013-07-15 10:09:01
41,242000,tag2,63.0,true,1970-08-31,2013-07-15 10:09:02
42,243000,tag3,64.5,false,1970-09-01,2013-07-15 10:09:03
43,244000,tag4,66.0,true,1970-09-02,2013-07-15 10:09:04
44,245000,tag0,67.5,false,1970-09-03,2013-07-15 10:09:05
45,246000,tag1,69.0,true,1970-09-04,2013-07-15 10:09:06
46,247000,tag2,70.5,false,1970-09-05,2013-07-15 10:09:07
47,248000,,72.0,true,1970-09-06,2013-07-15 10:09:08
48,249000,tag4,73.5,false,1970-09-07,2013-07-15 10:09:09
49,250000,tag0,75.0,true,1970-09-08,2013-07-15 10:09:10
50,251000,tag1,76.5,false,1970-09-09,2013-07-15 10:09:11
51,252000,tag2,78.0,true,1970-09-10,2013-07-15 10:09:12
52,253000,tag3,79.5,false,1970-09-11,2013-07-15 10:09:13
53,254000,tag4,81.0,true,1970-09-12,2013-07-15 10:09:14
54,255000,,82.5,false,1970-09-13,2013-07-15 10:09:15
55,256000,tag1,84.0,true,1970-09-14,2013-07-15 10:09:16
56,257000,tag2,85.5,false,1970-09-15,2013-07-15 10:09:17
57,258000,tag3,87.0,true,1970-09-16,2013-07-15 10:09:18
58,259000,tag4,88.5,false,1970-09-17,2013-07-15 10:09:19
59,260000,tag0,90.0,true,1970-09-18,2013-07-15 10:09:20
60,261000,tag1,91.5,false,1970-09-19,2013-07-15 10:09:21
61,262000,,93.0,true,1970-09-20,2013-07-15 10:09:22
62,263000,tag3,94.5,false,1970-09-21,2013-07-15 10:09:23
63,264000,tag4,0.0,true,1970-09-22,2013-07-15 10:09:24
64,265000,tag0,1.5,false,1970-09-23,2013-07-15 10:09:25
65,266000,tag1,3.0,true,1970-09-24,2013-07-15 10:09:26
66,267000,tag2,4.5,false,1970-09-25,2013-07-15 10:09:27
67,268000,tag3,6.0,true,1970-09-26,2013-07-15 10:09:28
68,269000,,7.5,false,1970-09-27,2013-07-15 10:09:29
69,270000,tag0,9.0,true,1970-09-28,2013-07-15 10:09:30
70,271000,tag1,10.5,false,1970-09-29,2013-07-15 10:09:31
71,272000,tag2,12.0,true,1970-09-30,2013-07-15 10:09:32
72,273000,tag3,13.5,false,1970-10-01,2013-07-15 10:09:33
73,274000,tag4,15.0,true,1970-10-02,2013-07-15 10:09:34
74,275000,tag0,16.5,false,1970-10-03,2013-07-15 10:09:35
75,276000,,18.0,true,1970-10-04,2013-07-15 10:09:36
76,277000,tag2,19.5,false,1970-10-05,2013-07-15 10:09:37
77,278000,tag3,21.0,true,1970-10-06,2013-07-15 10:09:38
78,279000,tag4,22.5,false,1970-10-07,2013-07-15 10:09:39
79,280000,tag0,24.0,true,1970-10-08,2013-07-15 10:09:40
80,281000,tag1,25.5,false,1970-10-09,2013-07-15 10:09:41
81,282000,tag2,27.0,true,1970-10-10,2013-07-15 10:09:42
82,283000,,28.5,false,1970-10-11,2013-07-15 10:09:43
83,284000,tag4,30.0,true,1970-10-12,2013-07-15 10:09:44
84,285000,tag0,31.5,false,1970-10-13,2013-07-15 10:09:45
85,286000,tag1,33.0,true,1970-10-14,2013-07-15 10:09:46
86,287000,tag2,34.5,false,1970-10-15,2013-07-15 10:09:47
87,288000,tag3,36.0,true,1970-10-16,2013-07-15 10:09:48
88,289000,tag4,37.5,false,1970-10-17,2013-07-15 10:09:49
89,290000,,39.0,true,1970-10-18,2013-07-15 10:09:50
90,291000,tag1,40.5,false,1970-10-19,2013-07-15 10:09:51
91,292000,tag2,42.0,true,1970-10-20,2013-07-15 10:09:52
92,293000,tag3,43.5,false,1970-10-21,2013-07-15 10:09:53
93,294000,tag4,45.0,true,1970-10-22,2013-07-15 10:09:54
94,295000,tag0,46.5,false,1970-10-23,2013-07-15 10:09:55
95,296000,tag1,48.0,true,1970-10-24,2013-07-15 10:09:56
96,297000,,49.5,false,1970-10-25,2013-07-15 10:09:57
0,298000,tag3,51.0,true,1970-10-26,2013-07-15 10:09:58
1,299000,tag4,52.5,false,1970-10-27,2013-07-15 10:09:59
2,300000,tag0,54.0,true,1970-10-28,2013-07-15 10:10:00
3,301000,tag1,55.5,false,1970-10-29,2013-07-15 10:10:01
4,302000,tag2,57.0,true,1970-10-30,2013-07-15 10:10:02
5,303000,tag3,58.5,false,1970-10-31,2013-07-15 10:10:03
6,304000,,60.0,true,1970-11-01,2013-07-15 10:10:04
7,305000,tag0,61.5,false,1970-11-02,2013-07-15 10:10:05
8,306000,tag1,63.0,true,1970-11-03,2013-07-15 10:10:06
9,307000,tag2,64.5,false,1970-11-04,2013-07-15 10:10:07
10,308000,tag3,66.0,true,1970-11-05,2013-07-15 10:10:08
11,309000,tag4,67.5,false,1970-11-06,2013-07-15 10:10:09
12,310000,tag0,69.0,true,1970-11-07,2013-07-15 10:10:10
13,311000,,70.5,false,1970-11-08,2013-07-15 10:10:11
14,312000,tag2,72.0,true,1970-11-09,2013-07-15 10:10:12
15,313000,tag3,73.5,false,1970-11-10,2013-07-15 10:10:13
16,314000,tag4,75.0,true,1970-11-11,2013-07-15 10:10:14
17,315000,tag0,76.5,false,1970-11-12,2013-07-15 10:10:15
18,316000,tag1,78.0,true,1970-11-13,2013-07-15 10:10:16
19,317000,tag2,79.5,false,1970-11-14,2013-07-15 10:10:17
20,318000,,81.0,true,1970-11-15,2013-07-15 10:10:18
21,319000,tag4,82.5,false,1970-11-16,2013-07-15 10:10:19
22,320000,tag0,84.0,true,1970-11-17,2013-07-15 10:10:20
23,321000,tag1,85.5,false,1970-11-18,2013-07-15 10:10:21
24,322000,tag2,87.0,true,1970-11-19,2013-07-15 10:10:22
25,323000,tag3,88.5,false,1970-11-20,2013-07-15 10:10:23
26,324000,tag4,90.0,true,1970-11-21,2013-07-15 10:10:24
27,325000,,91.5,false,1970-11-22,2013-07-15 10:10:25
28,326000,tag1,93.0,true,1970-11-23,2013-07-15 10:10:26
29,327000,tag2,94.5,false,1970-11-24,2013-07-15 10:10:27
30,328000,tag3,0.0,true,1970-11-25,2013-07-15 10:10:28
31,329000,tag4,1.5,false,1970-11-26,2013-07-15 10:10:29
32,330000,tag0,3.0,true,1970-11-27,2013-07-15 10:10:30
33,331000,tag1,4.5,false,1970-11-28,2013-07-15 10:10:31
34,332000,,6.0,true,1970-11-29,2013-07-15 10:10:32
35,333000,tag3,7.5,false,1970-11-30,2013-07-15 10:10:33
36,334000,tag4,9.0,true,1970-12-01,2013-07-15 10:10:34
37,335000,tag0,10.5,false,1970-12-02,2013-07-15 10:10:35
38,336000,tag1,12.0,true,1970-12-03,2013-07-15 10:10:36
39,337000,tag2,13.5,false,1970-12-04,2013-07-15 10:10:37
40,338000,tag3,15.0,true,1970-12-05,2013-07-15 10:10:38
41,339000,,16.5,false,1970-12-06,2013-07-15 10:10:39
42,340000,tag0,18.0,true,1970-12-07,2013-07-15 10:10:40
43,341000,tag1,19.5,false,1970-12-08,2013-07-15 10:10:41
44,342000,tag2,21.0,true,1970-12-09,2013-07-15 10:10:42
45,343000,tag3,22.5,false,1970-12-10,2013-07-15 10:10:43
46,344000,tag4,24.0,true,1970-12-11,2013-07-15 10:10:44
47,345000,tag0,25.5,false,1970-12-12,2013-07-15 10:10:45
48,346000,,27.0,true,1970-12-13,2013-07-15 10:10:46
49,347000,tag2,28.5,false,1970-12-14,2013-07-15 10:10:47
50,348000,tag3,30.0,true,1970-12-15,2013-07-15 10:10:48
51,349000,tag4,31.5,false,1970-12-16,2013-07-15 10:10:49
52,350000,tag0,33.0,true,1970-12-17,2013-07-15 10:10:50
53,351000,tag1,34.5,false,1970-12-18,2013-07-15 10:10:51
54,352000,tag2,36.0,true,1970-12-19,2013-07-15 10:10:52
55,353000,,37.5,false,1970-12-20,2013-07-15 10:10:53
56,354000,tag4,39.0,true,1970-12-21,2013-07-15 10:10:54
57,355000,tag0,40.5,false,1970-12-22,2013-07-15 10:10:55
58,356000,tag1,42.0,true,1970-12-23,2013-07-15 10:10:56
59,357000,tag2,43.5,false,1970-12-24,2013-07-15 10:10:57
60,358000,tag3,45.0,true,1970-12-25,2013-07-15 10:10:58
61,359000,tag4,46.5,false,1970-12-26,2013-07-15 10:10:59
62,360000,,48.0,true,1970-12-27,2013-07-15 10:11:00
63,361000,tag1,49.5,false,1970-12-28,2013-07-15 10:11:01
64,362000,tag2,51.0,true,1970-12-29,2013-07-15 10:11:02
65,363000,tag3,52.5,false,1970-12-30,2013-07-15 10:11:03
66,364000,tag4,54.0,true,1970-12-31,2013-07-15 10:11:04
67,365000,tag0,55.5,false,1971-01-01,2013-07-15 10:11:05
68,366000,tag1,57.0,true,1971-01-02,2013-07-15 10:11:06
69,367000,,58.5,false,1971-01-03,2013-07-15 10:11:07
70,368000,tag3,60.0,true,1971-01-04,2013-07-15 10:11:08
71,369000,tag4,61.5,false,1971-01-05,2013-07-15 10:11:09
72,370000,tag0,63.0,true,1971-01-06,2013-07-15 10:11:10
73,371000,tag1,64.5,false,1971-01-07,2013-07-15 10:11:11
74,372000,tag2,66.0,true,1971-01-08,2013-07-15 10:11:12
75,373000,tag3,67.5,false,1971-01-09,2013-07-15 10:11:13
76,374000,,69.0,true,1971-01-10,2013-07-15 10:11:14
77,375000,tag0,70.5,false,1971-01-11,2013-07-15 10:11:15
78,376000,tag1,72.0,true,1971-01-12,2013-07-15 10:11:16
79,377000,tag2,73.5,false,1971-01-13,2013-07-15 10:11:17
80,378000,tag3,75.0,true,1971-01-14,2013-07-15 10:11:18
81,379000,tag4,76.5,false,1971-01-15,2013-07-15 10:11:19
82,380000,tag0,78.0,true,1971-01-16,2013-07-15 10:11:20
83,381000,,79.5,false,1971-01-17,2013-07-15 10:11:21
84,382000,tag2,81.0,true,1971-01-18,2013-07-15 10:11:22
85,383000,tag3,82.5,false,1971-01-19,2013-07-15 10:11:23
86,384000,tag4,84.0,true,1971-01-20,2013-07-15 10:11:24
87,385000,tag0,85.5,false,1971-01-21,2013-07-15 10:11:25
88,386000,tag1,87.0,true,1971-01-22,2013-07-15 10:11:26
89,387000,tag2,88.5,false,1971-01-23,2013-07-15 10:11:27
90,388000,,90.0,true,1971-01-24,2013-07-15 10:11:28
91,389000,tag4,91.5,false,1971-01-25,2013-07-15 10:11:29
92,390000,tag0,93.0,true,1971-01-26,2013-07-15 10:11:30
93,391000,tag1,94.5,false,1971-01-27,2013-07-15 10:11:31
94,392000,tag2,0.0,true,1971-01-28,2013-07-15 10:11:32
95,393000,tag3,1.5,false,1971-01-29,2013-07-15 10:11:33
96,394000,tag4,3.0,true,1971-01-30,2013-07-15 10:11:34
0,395000,,4.5,false,1971-01-31,2013-07-15 10:11:35
1,396000,tag1,6.0,true,1971-02-01,2013-07-15 10:11:36
2,397000,tag2,7.5,false,1971-02-02,2013-07-15 10:11:37
3,398000,tag3,9.0,true,1971-02-03,2013-07-15 10:11:38
4,399000,tag4,10.5,false,1971-02-04,2013-07-15 10:11:39
5,400000,tag0,12.0,true,1971-02-05,2013-07-15 10:11:40
6,401000,tag1,13.5,false,1971-02-06,2013-07-15 10:11:41
7,402000,,15.0,true,1971-02-07,2013-07-15 10:11:42
8,403000,tag3,16.5,false,1971-02-08,2013-07-15 10:11:43
9,404000,tag4,18.0,true,1971-02-09,2013-07-15 10:11:44
10,405000,tag0,19.5,false,1971-02-10,2013-07-15 10:11:45
11,406000,tag1,21.0,true,1971-02-11,2013-07-15 10:11:46
12,407000,tag2,22.5,false,1971-02-12,2013-07-15 10:11:47
13,408000,tag3,24.0,true,1971-02-13,2013-07-15 10:11:48
14,409000,,25.5,false,1971-02-14,2013-07-15 10:11:49
15,410000,tag0,27.0,true,1971-02-15,2013-07-15 10:11:50
16,411000,tag1,28.5,false,1971-02-16,2013-07-15 10:11:51
17,412000,tag2,30.0,true,1971-02-17,2013-07-15 10:11:52
18,413000,tag3,31.5,false,1971-02-18,2013-07-15 10:11:53
19,414000,tag4,33.0,true,1971-02-19,2013-07-15 10:11:54
20,415000,tag0,34.5,false,1971-02-20,2013-07-15 10:11:55
21,416000,,36.0,true,1971-02-21,2013-07-15 10:11:56
22,417000,tag2,37.5,false,1971-02-22,2013-07-15 10:11:57
23,418000,tag3,39.0,true,1971-02-23,2013-07-15 10:11:58
24,419000,tag4,40.5,false,1971-02-24,2013-07-15 10:11:59
25,420000,tag0,42.0,true,1971-02-25,2013-07-15 10:12:00
26,421000,tag1,43.5,false,1971-02-26,2013-07-15 10:12:01
27,422000,tag2,45.0,true,1971-02-27,2013-07-15 10:12:02
28,423000,,46.5,false,1971-02-28,2013-07-15 10:12:03
